split,control,dataset,horizon,ordered_mse,control_mse,mse_gain,ordered_mae,control_mae,mae_gain
test,TARGET_SHUFFLED_QUERY,ETTh1,96,0.681748669127685,0.7163401433877833,0.04828917460426702,0.578674225664184,0.6051028214388643,0.04367620648642181
test,TARGET_SHUFFLED_QUERY,ETTh1,192,0.6871958151313575,0.7203283631673677,0.045996450688575566,0.5872037076022268,0.6118897358634248,0.04034391625537563
test,TARGET_SHUFFLED_QUERY,ETTh1,336,0.6891284873181923,0.7221415782216688,0.045715538197888914,0.5952226814435952,0.6191967178508666,0.03871796428521364
test,TARGET_SHUFFLED_QUERY,ETTh1,720,0.7430249753476125,0.7660737302956998,0.030086862447548823,0.6264256829879847,0.6438965739934728,0.027133070295952758
test,TARGET_SHUFFLED_QUERY,ETTh2,96,0.2731311676671975,0.30688793312833157,0.10999704392749111,0.3454105437677966,0.3732002414062753,0.07446323596620102
test,TARGET_SHUFFLED_QUERY,ETTh2,192,0.3110962139131404,0.34559090181980606,0.09981364591782994,0.37167907158875224,0.39786898210604993,0.06582546439952663
test,TARGET_SHUFFLED_QUERY,ETTh2,336,0.34357748217837686,0.37001340398640836,0.07144584905092403,0.3975008584371167,0.418207583454013,0.04951303093520602
test,TARGET_SHUFFLED_QUERY,ETTh2,720,0.4245796452036674,0.4443963194366617,0.044592345539933465,0.45257093854443403,0.4668182143732974,0.03051996556730399
test,TARGET_SHUFFLED_QUERY,ETTm1,96,0.37560666709615775,0.6815292101451572,0.448876641668582,0.41325169512834964,0.5404593022550025,0.23536944705344912
test,TARGET_SHUFFLED_QUERY,ETTm1,192,0.40120616642339546,0.687824797150679,0.4167029626070535,0.42769790024218174,0.5459494724820522,0.21659801538457918
test,TARGET_SHUFFLED_QUERY,ETTm1,336,0.433108948558138,0.696044063316024,0.37775642177772,0.4449637563798529,0.552588426268852,0.19476461100659426
test,TARGET_SHUFFLED_QUERY,ETTm1,720,0.4850220241689557,0.7059607631405689,0.31296178273242153,0.47063873941001383,0.5618114755341819,0.16228350629092994
test,TARGET_SHUFFLED_QUERY,ETTm2,96,0.21199570547951488,0.24219268111918238,0.124681619197269,0.30445911074926496,0.32595332386429343,0.06594261061739415
test,TARGET_SHUFFLED_QUERY,ETTm2,192,0.2668439181952852,0.28209318397750666,0.054057547818799484,0.33530937895062446,0.3484958137604942,0.037838144072893244
